id	text	class_label
6416	Drains battery very quickly. I understand the motive behind the app but give us more insights as to how the app's permission requirements helps for contact tracing. Please try to make it more effective as soon as possible.	1
6417	Nice	0
6418	Very Poor app. Can't open the app after installing in my mobile	1
6419	Good information	0
6420	this app take care of our health...	0
6421	I am trying to open the app but it's not working. Please tell me how i can open it	2
6422	Good job	0
6423	Not working	2
6424	Simple setup and a good idea	0
6425	I am not able to register in the app. Kindly do needful.	2
6426	I think is very useful but unfortunately, you can't change the language and it draines your battery, I will have to uninstall.	1
6427	When i try to install the app Its showing id not valid. I have 3 more months valid id with me.	2
6428	Keeps draining my phone battery but otherwise it's a good application.	1
6429	This application is not working and when I install my phone asking for up to date but up date still not working	2
6430	Tried to register to use the app , couldnt get the 6 digit pin number then when i did get the pin nunber it told me the pin was wrong & said to cgeck my internet connection.	1
6431	I downloaded this and it says its installed but it hasn't appeared on my homescreen or anywhere in my apps. Help please ?	0
6432	I'm not able to register using my no. Showing "Error while login"	2
6433	Excellent useful app for to stop the spread of COVID-19 and so as staying safe ourselves with the greater community. Think about not only myself but also others. Thus we all together could contribute to eliminate the COVID-19.	1
6434	Not working on Huawei P40 Pro+. Unable to get OTP. Still not working 21/10/2020 10:27am	2
6435	Good app overall. But there is problem in "radious alert" that every new update works good in firt uses and later on it doesn't works. In zone area it doesn't guide clearly. Even that just show notification of "safe zone". Except this error in all updates, this is a good effort and useful App.	0
6436	Compeltey drains the battery life on your phone	1
6437	Love sg	0
6438	This app is very good but it can be imptoved if it does not use mobile data and submit the info once is connected with wifi	0
6439	Did not receive the OTP. Pressed resend and no OTP being sent. Wasted 4mins waiting for OTP and still cannot register.	2
6440	Terrible app	1
6441	Good	0
6442	very good app for good health	0
6443	Good thinking and timely servicing schedule	0
6444	App interrupt with Bluetooth of my phone to connect with other devices. Kindly do not ask for phone brand and firmware. As I have read in the comments a lot of people are having the same issue. This is likely due to the app constant scanning or connecting to other Bluetooth devices that is causing this? Thus interrupting the devices that the phone is suppose to connect. Which are the Bluetooth devices owned by the phone owner. Purpose solution: scan is enough, there is no need to connect.	2
6445	was unable to scan two days ago. did an update but was prompted "Please ensure your google play services is updated before trying again". Am using Samsung note 8. P.S: error is now gone without me doing anything	2
6446	Absolute pants!! Can't open camcorder to record the video required to complete registration. Very frustrating!!!	2
6447	I am a visitor and while trying to register myself facing issue to select nationality. Please fix it as soon as possible.	2
6448	it's not working. I installed yesterday 6/6 and today 6/7 when I go out side. All it is taking update. Needs lot's of improvement.	1
6449	Good	0
6450	24 hours after release still cannot register because saying invalid phone number. Uninstalling!	2
6451	Nice	0
6452	Why does the app need to access my files and videos and personal data on my phone and also have access to make and manage calls. Should it not just have access to my location?	1
6453	Why this app doesn't work on samsung 7 j pro phone it's not download its says issues the problem or understood the problem	2
6454	Very bad	1
6455	App causes too many Bluetooth problems.   Forget about anymore development of this app and just contact Apple enable the built exposure notifications of iOS 13.7 for Australia.	1
6456	So far it works - but you should offer a TL;DR version of the mandatory introduction (the part of "how the app works", which is very clear for technically inclined people, but could deter some by its length and technicality)	0
6457	Recently, my Samsung Note9 kept disconnecting from my S3 watch. After sometimes, the disconnection is more frequent in the morning while commuting to work... When there are many users nearby, the app gone crazy exchanging BT data...	2
6458	The app dies when in the background, and thus contact tracing stops. I need to restart it manually when it happens. Xiaomi Redmi Note 7, Android 10.	2
6459	I cant open my etheras	2
6460	good app	0
6461	Imma try this out	0
6462	Really good one & usefull	0
6463	Nationalty doesn't wooooooooork !!!! How can I register and there is main field doesn't active????????? How	2
6464	Interfered with Bluetooth headphones. Drained battery on S9. Tried to install update with no success. Tried reinstall with no success. Finally gave up.	1
6465	Badiya	0
6466	Like what some other users said, this app gave me problem when listening to music, watching videos and playing games while using my Bluetooth earbuds. Never have this problem before installing this app. Have to pause the app to make this problem goes off.	2
6467	can not get app on this phone	1
6468	Easy as registration. Guessing everyone having problems was trying before 6pm.	0
6469	Good	0
6470	Great	0
6471	Have to keep Bluetooth on at all times which drains the battery a lot. Analysis done in the app is also not very accurate.	1
